SKU,Article Code,Brand Name,Title,Bullet Points,Description,Keywords,BARCODE
KNHP6084,KNHP6084,Krypton,Krypton KNHP6084 Hot Plate,"• Hot Plate
 • 1 Die-Cast Iron Heating Element
 • Adjustable Thermostat Control
 • Light Indicator
 • Rubber Feet
 • Durable Easy Clean Painting Finishing
 • Compact Design
 • Ac: 220-240v 50/60hz 1000w",Krypton KNHP6084 Hot Plate,"hot plate, food warmer, kitchen appliances, kitchen tools, krypton hot plate, food heater, heater, electric food warmer, electric hot plate",
KNHP6150,KNHP6150,Krypton,"Krypton KNHP6150 Infrared Cooker With Touch Control, 2000W","• Infrared Cooker With Touch Control 
 • 4 digit led display, real power 2000w
 • 8 power/temperature levels for adjustment and 3 hours program-Mable timer
 • High/Low heating or voltage protection
 • Multiple functions and lock setting
 • Functions: Fry, Hot Pot, Soup, Rice, BBQ, Milk, Steam
 • Any Material suitable for frying pan, for example, ceramic pot, stainless steel pot, iron, aluminum, glass pot
 • Automatically turn off after 120 minutes to prevent forget shutdown
 • AC:220-240V，50-60Hz,2000W","Krypton KNHP6150 Infrared Cooker With Touch Control, 2000W","hot plate, food warmer, kitchen appliances, kitchen tools, krypton Infrared Cooker, food heater, heater, electric food warmer, electricInfrared Cooker",
KNIC6024,KNIC6024,Krypton,Krypton KNIC6024 Infrared Cooker,"• Suitable for all kinds of cookware
 • High temperature resistant glass 260*260mm
 • Elegant design fireproof material
 • High temperature resistant plastic body
 • Ceramic heating element with 10 level of watt-setting.4 digit LED display
 • Hot plate no hand touch warming function 
 • Timer function, child lock function
 • No magnetic radiation
 • Fry and BBQ function with 10 temperature setting
 • AC:220-240V 50/60Hz 2200W",Krypton KNIC6024 Infrared Cooker,"cooker, cooking cooker, infrared cooker, cookware, krypton cooker, electric gas, cooking accessory",
KNIC6058,KNIC6058,Krypton,Krypton KNIC6058 Infrared Cooker,"• Infrared cooker with touch control
 • 4 digital led display, real power 2000W
 • 8 power/temperature levels for adjustment and 3 hour programmable timer
 • High/low heating or voltage protection
 • Multiple functions lock setting
 • Functions: Fry, Hot, Pot, Soup, Rice, BBQ, Milk, Steam
 • Any material suitable for frying pan. For example, ceramic pot, stainless steel pot, iron, aluminum, glass pot,
 • Automatically turn off after 120 minutes, to prevent forget shutdown
 • AC:220-240V,50/60Hz 2000W",Krypton KNIC6058 Infrared Cooker,"cooker, cooking cooker, infrared cooker, cookware, krypton cooker, electric gas, cooking accessory",
KNIC6150,KNIC6150,Krypton,Krypton KNIC6150 Infrared Cooker,"• Infrared Cooker With Touch Control
 • Multiple Functions And Lock Setting
 • 8 Power/Temperature Levels For Adjustment And 3 Hours Program-Mable Timer
 • 4 Digit Led Display
 • Any Material Suitable For Frying Pan
 • For Example,Ceramic Pot,Stainless Steel Pot,Iron,Aluminum,Glass Pot
 • Ac:220-240v,50-60hz,2000w",Krypton KNIC6150 Infrared Cooker,"cooker, cooking cooker, infrared cooker, cookware, krypton cooker, electric gas, cooking accessory",
KNK6009,KNK6009,Krypton,"Krypton KNK6009 Steel Kettle, 1.8L","• 1.8L S/S Water Kettle 1X12
 • 360 degree rotational stainless steel kettle
 • Automatically cut off after boiling
 • On/off switch with indicator light
 • With hidden heating element
 • Boil dry protection
 • AC:220-240V 50/60Hz 1500W","Krypton KNK6009 Steel Kettle, 1.8L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6011,KNK6011,Krypton,Krypton KNK6011 Steel Kettle,"• 220-240V 50/60Hz 1850-2200W
 • Cordless
 • Easy Carry Plastic Handle
 • Elegant Design
 • Stainless Steel Body
 • 360 Degree Free Rotation
 • Concealed Heating Element
 • Over Heating Safety Protection
 • Dry Boiled Resistance
 • Big Mouth Style,Easy Clean
 • Indicator Light
 • On/Off Switch,Auto Off
 • 1.7L Capacity",Krypton KNK6011 Steel Kettle,"kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6022,KNK6022,Krypton,"Krypton KNK6022 Electric Kettle, 1.8L","• 1.8 Ltr Capacity
 • Plastic Kettle With A Detachable Non-Slip Base
 • Safety Lock Lid And Open Lid Automatically
 • Stainless Steel Heating Element
 • On/Off Switch And Light Strip Indicator
 • 220-240v~ 50-60hz 1850-2200w","Krypton KNK6022 Electric Kettle, 1.8L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6023,KNK6023,Krypton,Krypton KNK6023 Plastic Kettle,"• Product features
 • 220-240V~ 50-60Hz 1850-2200W
 • Capacity: 17L
 • Plastic kettle with a detachable non-slip base
 • Safety lock lid and open lid automatically
 • With steam, anti-dry and overheating protection
 • Stainless steel heating element
 • On/off switch and light strip indicator
 • Transparent water level window",Krypton KNK6023 Plastic Kettle,"kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6040,KNK6040,Krypton,"Krypton KNK6040 Double Layer Electric Kettle, 1.8 L","• Double Layer Electric Kettle
 • Capacity:1.8L
 • Double walls inside, plastic outside
 • Cool touch
 • S/S inner lid
 • Concealed element for easy cleaning
 • Fully automatic shut-off when water boiled
 • Dry-boil safety protection
 • 360 degree rotation base with cord storage
 • On/off switch
 • AC:220-240V 50/60Hz 1800-2100W","Krypton KNK6040 Double Layer Electric Kettle, 1.8 L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6046,KNK6046,Krypton,Krypton KNK6046 Steel Kettle,"• Easy Carry Plastic Handle
 • Elegant Design
 • Stainless Steel Body
 • Concealed Heating Element
 • Over Heating Safety Protection
 • Dry Boiled Resistance
 • Detachable Lid,Easy Clean
 • Small Size,Easy To Carry
 • Indicator Light
 • On/Off Switch,Auto Off
 • 0.5L Capacity",Krypton KNK6046 Steel Kettle,"kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6062,KNK6062,Krypton,Krypton KNK6062 Steel Kettle,"• 360 Degree Rotational Stainless Steel Kettle
 • Double Shell Structure, Food Grade Plastic PP Outside For Cool Touch
 • Automatically Cut Off After Boiling
 • On/Off Switch With Indicator Light
 • With Hidden Heating Element
 • Boil Dry Protection
 • AC:220-240V~ 50/60Hz1500W",Krypton KNK6062 Steel Kettle,"kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6105,KNK6105,Krypton,"Krypton KNK6105 Steel Kettle, 1.8 L","• Cool touch and anti-scald protection with double layer structure
 • Material: Stainless steel 304
 • Cordless electric kettle: Separate base 360° rotation design
 • Two metal controller, double safety protection for dry boiling
 • Steam switch for automatic power off when water boiled
 • Concealed heating element, safety and easy cleaning
 • Big mouth convenient for cleaning
 • Capacity:1.8L 
 • 220-240V 50/60Hz 1800W","Krypton KNK6105 Steel Kettle, 1.8 L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6114,KNK6114,Krypton,"Krypton KNK6114 Steel Kettle, 1.7 L","• Capacity:1.7L
 • Manual lid-opening function
 • Water gauge
 • Body with grain decoration
 • Switch with indicator light 
 • Boil dry protection
 • Automatically turns off when water boils
 • Cord-storage 
 • Without steam tube inside, easy for clean
 • AC 220-240V 50-60Hz 1850-2200W","Krypton KNK6114 Steel Kettle, 1.7 L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNK6127,KNK6127,Krypton,"Krypton KNK6127 Steel Kettle, 2.2 L","• Capacity: 2.2L
 • Auto-shut Off
 • Boil Dry Protection
 • 360 Degree Rotational Base
 • Cordless Storage in Power Base
 • Concealed Heating Element
 • AC: 220-240V 50/60Hz 1600W","Krypton KNK6127 Steel Kettle, 2.2 L","kettle, krypton kettle, tea pot, tea kettle, kitchen accessory, electric kettle, water boiler, tea maker",
KNLE5113,KNLE5113,Krypton,Krypton KNLE5113 Rechargeable Shaver,"• Rechargeable
 • Epilator head & shaver head
 • 2 speed control
 • Charging indicator
 • 2 X AA600mAh Ni-mh battery
 • Power adaptor:
 • input AC: 230-240V 50Hz
 • output 3V 100mA
 • Epilator input DC 3V 100mA",Krypton KNLE5113 Rechargeable Shaver,"beauty product, krypton beauty product, health and beauty, beauty set,beauty tools, personal care, hair remover",
KNLS5103,KNLS5103,Krypton,Krypton KNLS5103 Body Scale,"• Luggage Scale/Lcd Display/Capacity 50kgs1x50
 • Capacity:50KG
 • Min:100g
 • Division:50g
 • Battery:1XCR2032 Lithium Battery
 • Operating Temperature:0~40℃
 • Display: LCD
 • Unit: KG/LB",Krypton KNLS5103 Body Scale,"weighing scale, personal scale, weight meauring scale, fitness scale, fitness tools, krypton scale, krypton personal scale",
KNLS5136,KNLS5136,Krypton,Krypton KNLS5136 Luggage Scale,"• Maximum weight of 40 kg/88lb
 • Easy to read LCD
 • Easy storage to take with
 • Easy clean ABS body
 • Easy to lift the baggage",Krypton KNLS5136 Luggage Scale,"weighing scale, personal scale, weight meauring scale, fitness scale, fitness tools, krypton scale, krypton Luggage Scale",
KNLS5137,KNLS5137,Krypton,Krypton KNLS5137 Luggage Scale,"• Maximum weight of 32 kg,
 • Easy clean ABS body & Metal Hook
 • Double pointer for weight reading priorto release the luggage",Krypton KNLS5137 Luggage Scale,"weighing scale, personal scale, weight meauring scale, fitness scale, fitness tools, krypton scale, krypton Luggage Scale",
KNMB5074,KNMB5074,Krypton,Krypton KNMB5074 Mosquito Killer,"• 10-12 working hours
 • 4V/200mAh Rechargeable battery
 • 1 PCS led light",Krypton KNMB5074 Mosquito Killer,"insect killer, Krypton insect killer, insect kiler, bug killer, best insect killer, pest killer, electric insect killer,Mosquito Killer",
KNMC6151,KNMC6151,Krypton,Krypton KNMC6151 Chopper,"• Effortlessly chops vegetables, herbs,onions, nuts etc.
 • Easy, one-handed operation - just press down
 • Removable blade insert made fromstainless steel
 • Removable base – can also be usedas a lid
 • Two speed control for different foods
 • Transparent plastic container with 
 • practical measurements
 • AC 220-240V 50/60Hz 200W",Krypton KNMC6151 Chopper,"chopper, kitchen accessory, krypton chopper, multifunctional chooper, sharp chopper",
KNMG6080,KNMG6080,Krypton,Krypton KNMG6080 Meat Grinder,"• Meat Grinder/SS blade/1kgcpcty/1200w 1X6
 • Reverse function
 • Plastic housing
 • Capacity 1Kg/min
 • Stainless steel blade
 • Maximum power: 1200W
 • Full copper motor
 • 3 metal cutting plates: 3mm, 5mm and 7mm
 • Attachments: Sausage accessory, Kibbe accessory, Food pusher
 • AC220-240V 50/60Hz",Krypton KNMG6080 Meat Grinder,"Meat grinder, meat grinder, krypton grinder, kitchen tools, kitchen aceessory, grinder, krypton meat grinder",
KNMS5029,KNMS5029,Krypton,Krypton KNMS5029 2.1Home Theater,"• 2.1CH Multi media speaker
 • USB/SD/FM/Bluetooth/Remote Control 
 • Digital LED Display 
 • Sub:4”/10W + Sat :3”*2/5W*5 
 • Support function remote Control 
 • Support USB/SD card reader function 
 • Support FM radio 
 • MP3 format song decoder 
 • Intelligent number keys directly 
 • Selects MP3 songs",Krypton KNMS5029 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5035,KNMS5035,Krypton,Krypton KNMS5035 Portable Speaker,"• Portable & Rechargeable Professional Speaker
 • Bluetooth
 • Remote control
 • Led disco light
 • FM stereo radio
 • USB/SD card input
 • Microphone & AUX input
 • Microphone priority switch
 • 7.4V/1800mAh lithium battery
 • Voltage: 110-240V50/60Hz
 • Freq. Response: 40Hz~20KHz
 • Impedance: 4Ω
 • Sensitivity: 93dB±3dB",Krypton KNMS5035 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5038,KNMS5038,Krypton,Krypton KNMS5038 2.1Home Theater,"• 2.1 CH WT USB/SD/FM/BT
 • USB/SD/FM/Bluetooth/Remote Control 
 • Digital LED Display 
 • Sub:6.5”+ 3”*2
 • With remote Control 
 • Support USB/SD card reader function 
 • Support FM radio 
 • MP3 format song decoder 
 • Intelligent number keys directly 
 • Selects MP3 songs 
 • AC:220-240V 50/60Hz 
 • 50000W PMPO",Krypton KNMS5038 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5067,KNMS5067,Krypton,Krypton KNMS5067 2.1Home Theater,"• AUX IN 3.5mm RCA
 • USB/SD/FM
 • Bluetooth version 2.0
 • 4” woofer + 2* 3” full-range speakers
 • LED display , LED lights
 • With full function remote control
 • AC 220V-240V 50/60Hz
 • 30000W PMPO",Krypton KNMS5067 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5069,KNMS5069,Krypton,Krypton KNMS5069 Portable Speaker,"• Bluetooth Version : 2.1 + EDR
 • Speaker Driver Unit Size: 3 Inch *2
 • Speaker Impedance: 4 0hm
 • Frequency Response: 100 Hz - 20 Khz
 • Signal to Noise Ratio:85dB
 • FM Scan Range:87.5 108.0 MHz
 • Bluetooth Wireless Range : 10 Meters
 • Max Memory USB/TF : 16GB
 • USB Charging :DC 5V
 • Battery Capacity: 4 mAh",Krypton KNMS5069 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5133,KNMS5133,Krypton,Krypton KNMS5133 Portable Speaker,"• Portable Shoulder USB/ TF Card Speaker and Bluetooth
 • Play MP3 format music from TF card, U disk.
 • Connect 3.5mm,stereo audio cable to speaker socket,""LINE IN"",can enjoy themusic from mobile phone,MP3,MP4,PC,IPOD and other audiodevices 
 • With FM Radio 
 • With Karaoke Function
 • Power Adaptor
 • I/P: AC: 220-240V 50/60Hz 0.5A
 • O/P: DC:9V 1000mA",Krypton KNMS5133 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5134,KNMS5134,Krypton,Krypton KNMS5134 Portable Speaker,"• Portable Mini USB/TF Card Speakers with Bluetooth
 • Play MP3 format music from TF card, U disk.
 • Connect 5mm stereo audio cable to speaker socket
 • ""LINE IN"", can enjoy the music from mobile phone,
 • MP3,MP4,PC, IPOD and other audio devices 
 • With FM Radio
 • With KARAOKE function",Krypton KNMS5134 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS5135,KNMS5135,Krypton,Krypton KNMS5135 2.1Home Theater,"• Frequency response:18Hz-20KHz
 • Full function remote control
 • USB/SD/FM Radio
 • Driver:6.5""+4""×2
 • AC:220-240V 50/60Hz",Krypton KNMS5135 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6048,KNMS6048,Krypton,Krypton KNMS6048 Portable Speaker,"• Usb/Fm/Sd/One Mic Input/Display
 • Woofer With Light
 • With Handle
 • Aux In/Blutooth Function>One Wired Mic
 • Usb Charge
 • Dc5V
 • Support Usb Disk
 • Sd Card Mp3 Format Audio Files
 • Remote Control
 • Rechargeable Battery 3.7V1500Ma
 • Extra Mobile Phone Battery Support",Krypton KNMS6048 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6049,KNMS6049,Krypton,Krypton KNMS6049 Portable Speaker,"• 4""*2/USB/FM/SD/USB display/woofer with light/with handle/AUX IN/BT/USB Charge/DC5V
 • Support USB Disk &SD Card MP3 format audio files 
 • USB remote control 
 • USB charge 
 • IC No.：6875*2 
 • BT Function
 • Power：5W*2 DC5V power supply
 • Rechargeable battery 3.7V 1500mA&Extra mobile phone battery support
 • 12.10 sets/can color +brown box",Krypton KNMS6049 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6050,KNMS6050,Krypton,Krypton KNMS6050 Portable Speaker,"• Wireless connection version: 2.1+EDR
 • Speaker driver unit size: 6.5 INCH
 • Output power: 20W
 • Speaker impedance: 4 Ohm
 • Frequency response: 100Hz-20KHz
 • Signal to noise ratio: >=85dB
 • FM scan range: 87.5-108.0Mhz
 • Connection wireless range: 10 meter
 • Max memory USB/SD: 32GB
 • USB charging: DC 5V
 • Battery capacity: 1500mAh",Krypton KNMS6050 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6051,KNMS6051,Krypton,Krypton KNMS6051 Portable Speaker,"• Bluetooth version: 2.1+EDR
 • Speaker driver unit size: 6.5 INCH
 • Output power: 20W
 • Speaker impedance: 4 Ohm
 • Frequency response: 100Hz-20KHz
 • Signal to noise ratio: >=85dB
 • FM scan range: 87.5-108.0Mhz
 • Bluetooth wireless range: 10 meter
 • Max memory USB/SD: 32GB
 • USB charging: DC 5V
 • Battery capacity: 1500mAh",Krypton KNMS6051 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6073,KNMS6073,Krypton,Krypton KNMS6073 Portable Speaker,"• 8""Prtable Speaker/Usb/Sd/Fm/Bt/Mic
 • 8""/USB/FM/TF/mic input/ display/woofer 
 • with light/with recessed handle/Aux in/BT function/
 • USB Charge cable
 • Support USB Disk &TF Card MP3 format audio files
 • Remote control
 • BT Function
 • Rechargeable battery 3.7V 2000mA
 • One wired mic included
 • Input: DC 5V",Krypton KNMS6073 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6082,KNMS6082,Krypton,Krypton KNMS6082 2.1Home Theater,"• 2.1 Speaker/Usb/Sd/Fm/Bt/Rmt 1x1
 • Usb/Card Reader/Fm/Bt Function
 • Full Function Remote Control
 • With Led Display 
 • Excellent Sound Quality
 • Intelligently Select Mp3 By Number
 • Ac: 220v-240v 50/60hz",Krypton KNMS6082 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6083,KNMS6083,Krypton,Krypton KNMS6083 2.1Home Theater,"• 5.1 Speaker/Usb/Sd/Fm/Rmt 1x1
 • Usb/Card Reader/Fm/Bt Function
 • Full Function Remote Control
 • With Led Display 
 • Excellent Sound Quality
 • Intelligently Select Mp3 By Number
 • AC: 220V-240V 50/60Hz",Krypton KNMS6083 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6098,KNMS6098,Krypton,Krypton KNMS6098 5.1 Home Theater,"• Usb/Card Reader/Fm/Bt Function
 • Full Function Remote Control
 • With Led Display
 • Excellent Sound Quality
 • Intelligently Select Mp3 By Number
 • Ac: 220-240v 50/60hz",Krypton KNMS6098 5.1 Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6099,KNMS6099,Krypton,Krypton KNMS6099 3.1 Home Theater,"• Usb/Card Reader/Fm/Bt Function
 • Full Function Remote Control
 • I-Ith Led Display
 • Excellent Sound Quality
 • Intelligently Select Mp3 By Number
 • Ac: 220-240v T70/60hz",Krypton KNMS6099 3.1 Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6104,KNMS6104,Krypton,Krypton KNMS6104 2.1Home Theater,"• USB/SD/FM/Bluetooth/Remote Control
 • Digital LED Display
 • Sub:4"" + Sat :3""*2
 • Full function remote Control
 • MP3 format song decoder
 • Intelligent number keys directly -Select Mp3 songs 
 • AC:220-240V 50/60Hz/20000W PMPO",Krypton KNMS6104 2.1Home Theater,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6128,KNMS6128,Krypton,Krypton KNMS6128 Portable Speaker,"• Standard, you can connect your phone, computer (laptop or desktop computer to a adapter) and other enabled devices, effective distance of 10 meters.
 • compliant with the standard high data transfer rates and with excellent anti-jamming capability
 • High sensitivity, fast connection to devices with operating range
 • Support phone call function, support TWS connection
 • Phones, the available speaker directly answer the phone. Standalone player this machine is plugged in TF card / USB slot can play stored music fries, can play music formats include Mp3, WMA, WAV. 
 • FM function High-sensitivity radio, clear sound 
 • Power supply Built-in lithium battery",Krypton KNMS6128 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6129,KNMS6129,Krypton,Krypton KNMS6129 Portable Speaker,"• TANS Connected Technology
 • IPX-4 Splash-proof
 • Portable design with aluminum alloy buckle
 • High sound performance
 • Build-in 1200mAh capacity with original battery 18650
 • Design patent 
 • Input DC: 5V",Krypton KNMS6129 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNMS6130,KNMS6130,Krypton,Krypton KNMS6130 Portable Speaker,"• Wireless Speaker supports Wireless technology, enabled devices such as mobile phone, laptop, desktop, tablets... working distance up to 10 meters
 • Hands free Function support phone call function
 • TWS It is an True Wireless Stereo speaker, supports 2 same devices wireless connection. 
 • More Playing Modes USB / Micro SD (TF card), supports music formats in M P3, WAV.
 • FM Radio delivers high sensitive radio signals.
 • Aux in Function the speaker supports Aux audio in function with a 3. 5mm auxiliary cable.
 • Rechargeable Battery Li-ion battery built in, 1200mAh capacity offers long playback time.
 • Carabineer clip 
 • High cost performance with light 
 • TWS Connected Technology 
 • Build-in 1200mah capacity with original battery 18650 
 • INPUT: DC 5V",Krypton KNMS6130 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNO6096,KNO6096,Krypton,Krypton KNO6096 Electric Oven,"• 19 L capacity
 • Strong power: 1280W
 • Full black housing
 • Operation indicator With rotisserie function
 • 100°C to 250°C non step temperature control
 • 60 Min timer with auto shut off and end signal bellStainless steel heating elements
 • Heat-resistant tempered glass window
 • AC 220-240 50/60Hz 1280W",Krypton KNO6096 Electric Oven,"oven, cooking oven, electric oven, krypton cooking oven, krypton oven, kitchen item, kitchen appliances, microwaves, grill acessory, food warmer,Electric Oven with Convection and Rotisserie,Convection and Rotisserie,Convection, Rotisserie",
KNO6097,KNO6097,Krypton,Krypton KNO6097 Electric Oven,"• Big capacity 48L
 • Strong power: 2000W 
 • Full black housing
 • Operation indicator
 • Full function: Rotisserie, Convection, Inside lamp
 • 100°C to 250°C non step temperature control 
 • 60 Min timer with auto shut off and end signal bell 
 • A special switch to control off, rotisserie, convection rotisserie& convection
 • 4 setting heating switch: off, Top heating, Bottom heating, Top& Bottom heating
 • Stainless steel heating elements
 • Heat-resistant tempered glass window
 • AC:220-240V 50/60Hz 2000W",Krypton KNO6097 Electric Oven,"oven, cooking oven, electric oven, krypton cooking oven, krypton oven, kitchen item, kitchen appliances, microwaves, grill acessory, food warmer,Electric Oven with Convection and Rotisserie,Convection and Rotisserie,Convection, Rotisserie",
KNR5047,KNR5047,Krypton,Krypton KNR5047 Radio,"• Usb/Mp3/Sd/Tf Player 
 • Fm/Mw/Sw 3 Band Radio 
 • Bluetooth Function
 • With Mp3 Player
 • With Usb And Sd Card Port
 • With Tf Card Port
 • Use Special Separate Music Ic 
 • With Telescopic Antenna 
 • Built-In Li-On Rechargeable Battery 1500mah 
 • Use 2x”D”Size Batteries 
 • Ac/Dc Operation 
 • Ac220-240v,50/60hz 
 • Power Consumption: 3w",Krypton KNR5047 Radio,"radio, music system, mp3 player, music player,FM player, krypton radio, portable radio,radio FM,",
KNR5095,KNR5095,Krypton,Krypton KNR5095 Radio,"• FM:88-108mHz
 • Impedance:8 Ohms 
 • Rechargeable: Yes 
 • Battery:3.7V 1000mAh Lithium Battery
 • Emergency Light 
 • AC:220-240V 50/60Hz 1.4W 
 • DC: 31/(UM-1x2)",Krypton KNR5095 Radio,"radio, music system, mp3 player, music player,FM player, krypton radio, portable radio,radio FM,",
KNR5096,KNR5096,Krypton,Krypton KNR5096 Rechargeable Radio,"• Rechargeable Radio with Bt/Usb/Sd 1x16
 • Battery:3.7V 900 MAh Lithium Battery
 • FM:88-108MHz
 • SW:3.5-23MHz
 • AM :530-1600KHz
 • AC:220-240V 50/60Hz 1.4W
 • DC:UM-1x2 Battery",Krypton KNR5096 Rechargeable Radio,"radio, music system, mp3 player, music player,FM player, krypton radio, portable radio,radio FM,",
KNRB5020,KNRB5020,Krypton,Krypton KNRB5020 Energy Saving Lamp/Led,"• Power source: AC 220V-240V 50/6Hz
 • Battery: 4V 1600mAh sealed lead-acid Rechargeable battery
 • Light source: 12x0.5W LED 
 • Charge time: 6-8 hours 
 • Duration: torch: 2.5 hours(AC power off) always lighting (AC power on)
 • Dimension: 90x90x144.5mm",Krypton KNRB5020 Energy Saving Lamp/Led,"lamp, led bulb, LED BULB, Bulb, LED bulb, energy saving bulb, Krypton bulb, light",
KNRC6022,KNRC6022,Krypton,Krypton KNRC6022 Rice Cooker,"• Capacity:1.5L 
 • With steamer 
 • Detachable power cord
 • Keep warm function
 • Spatula & measuring cup included
 • Single switch design for easy operation
 • Removable non-stick coating inner pot for easy clean",Krypton KNRC6022 Rice Cooker,"cooker, cooking accessory, home appliances, krypton cooker, cookware, rice coker, rice cooker",
KNRC6054,KNRC6054,Krypton,Krypton KNRC6054 Rice Cooker,"• Capacity:0.6L
 • With steamer
 • Detachable power cord
 • Keep warm function
 • Spatula & measuring cup included
 • Single switch design for easy operation
 • Removable inner pot for easy clean
 • AC: 220-240V50/60Hz350W",Krypton KNRC6054 Rice Cooker,"cooker, cooking accessory, home appliances, krypton cooker, cookware, rice coker, rice cooker",
KNRC6055,KNRC6055,Krypton,Krypton KNRC6055 Rice Cooker,"• Capacity:1.0L
 • With steamer
 • Detachable power cord
 • Keep warm function
 • Spatula & measuring cup included
 • Single switch design for easy operation
 • Removable inner pot for easy clean
 • AC: 220-240V50/60Hz400W",Krypton KNRC6055 Rice Cooker,"cooker, cooking accessory, home appliances, krypton cooker, cookware, rice coker, rice cooker",
KNRC6106,KNRC6106,Krypton,"Krypton KNRC6106 Rice Cooker,2.8 L","• Electric Rice Cooker/Ns Inner Pot/2.8L 1X4
 • Capacity:2.8L
 • With steamer
 • Detachable power cord
 • Keep warm function
 • Spatula & measuring cup included
 • Single switch design for easy operation
 • Removable inner pot for easy clean
 • AC: 220-240V 50/60Hz 1000W","Krypton KNRC6106 Rice Cooker,2.8 L","cooker, cooking accessory, home appliances, krypton cooker, cookware, rice coker, rice cooker",
